"age","campaign_interest","vote_primary","vote_pres","right_track","ideology","govt_corrupt"
39,3,-1,-1,2,5,2
68,1,-1,-1,1,6,4
72,2,-1,-1,2,4,3
47,2,-1,-1,2,3,3
59,1,1,-1,2,4,4
63,1,8,-1,2,7,3
68,1,1,-1,2,2,4
79,1,-1,-1,2,5,3
40,2,-1,-1,2,2,4
47,1,-1,-1,2,6,4
56,2,-1,-1,2,4,2
40,1,-1,-1,2,7,2
25,1,5,-1,2,1,3
54,2,-1,-1,2,3,2
45,1,8,-1,1,2,4
33,2,-1,-1,2,4,2
61,1,-1,-1,1,6,2
51,1,-1,-1,2,2,4
63,1,1,-1,2,99,4
50,2,8,-1,2,5,2
22,2,-1,-1,2,99,3
29,1,5,1,2,2,3
76,2,1,-1,2,4,2
64,2,8,-1,2,6,3
63,2,2,-1,2,4,3
39,3,-1,-1,1,4,3
42,2,-1,-1,2,1,3
24,1,5,-1,2,4,2
63,1,1,-1,2,4,2
75,2,8,-1,2,99,3
66,1,8,-1,1,6,3
50,1,8,-1,2,6,1
63,1,1,-1,2,3,4
38,2,-1,-1,1,6,4
57,1,6,-1,2,2,3
28,2,-1,-1,2,4,4
35,1,8,-1,2,4,2
58,2,-1,-1,2,3,3
59,1,-1,-1,2,99,3
57,2,1,-1,2,4,2
68,1,1,-1,2,2,3
22,2,5,-1,2,1,2
26,2,-1,-1,2,3,2
69,2,-9,-1,2,6,2
66,1,5,-1,2,4,4
67,1,1,-1,2,4,3
47,2,1,1,2,3,4
41,2,8,-1,2,6,4
41,1,8,-1,1,6,2
36,1,1,-1,2,2,3
55,1,1,-1,2,2,4
62,1,-1,-1,2,7,2
36,2,-1,-1,2,3,1
24,1,-1,-1,1,4,2
32,2,-1,-1,1,6,1
43,2,5,-1,2,3,3
68,2,-1,-1,1,99,3
37,2,1,-1,2,3,2
44,2,-1,-1,2,4,4
68,1,8,-1,2,6,2
74,1,-1,-1,2,99,3
37,3,-1,-1,2,4,2
26,3,-1,-1,2,1,2
64,1,8,-1,2,6,3
26,3,-1,-1,2,4,3
39,3,-1,-1,1,99,4
71,2,8,-1,1,99,4
72,1,1,-1,2,2,4
63,1,1,-1,2,2,3
30,2,-1,-1,2,4,2
40,1,-1,-1,2,1,4
38,2,1,-1,2,2,2
61,1,8,-1,2,5,3
28,1,6,-1,2,2,2
76,1,8,-1,1,6,4
80,2,-1,-1,2,4,2
63,1,8,-1,1,7,2
57,1,8,-1,1,7,3
42,1,-1,-1,1,6,2
47,2,6,-1,2,2,4
50,1,1,-1,2,4,4
68,2,-1,-1,2,4,3
65,1,1,-1,2,3,4
-9,2,1,-1,2,4,3
29,1,8,-1,2,4,2
31,1,8,-1,1,6,4
45,1,1,-1,2,1,3
58,1,-1,-1,1,6,2
66,1,1,1,2,3,3
37,1,10,-1,2,4,3
28,3,-1,-1,2,5,2
76,1,-1,-1,2,99,-9
31,1,1,-1,2,4,4
64,1,9,-1,1,7,4
71,1,8,-1,1,7,1
30,1,5,-1,2,2,3
65,2,-1,-1,2,3,2
70,2,-1,-1,2,4,3
73,1,-1,-1,1,6,3
37,3,-1,-1,2,4,2
62,1,1,-1,2,3,3
37,1,8,-1,2,6,3
76,1,-1,1,2,99,3
72,2,-1,-1,2,3,4
50,2,1,-1,2,1,3
57,2,9,-1,2,4,2
25,3,-1,-1,2,99,3
69,1,1,-1,2,2,4
40,1,5,-1,2,4,4
30,2,1,1,2,99,2
38,2,-1,-1,2,4,2
51,1,-1,-1,1,6,4
68,1,-1,-1,2,6,3
57,1,1,-1,2,4,3
55,1,8,-1,2,5,2
55,1,3,-1,2,2,4
68,1,8,-1,2,7,3
26,2,-1,-1,1,4,2
59,3,-1,-1,2,5,3
57,1,-1,-1,2,4,2
52,1,-1,-1,2,6,2
69,1,8,-1,1,6,2
52,1,-1,-1,2,6,3
66,1,-1,-1,2,7,3
55,1,1,-1,2,3,3
39,3,-1,-1,2,4,2
34,1,1,-1,2,2,2
77,1,-1,-1,1,6,4
41,3,-1,-1,2,6,4
61,1,8,-1,1,6,3
59,1,-1,-1,1,6,2
25,2,-1,-1,2,4,2
37,2,-1,-1,2,5,3
68,1,1,-1,2,4,2
29,1,1,-1,2,2,2
60,2,1,-1,2,3,4
58,1,-1,-1,2,7,3
74,1,8,-1,2,99,4
28,2,-1,-1,1,5,4
63,1,8,-1,1,6,2
55,1,-1,-1,2,6,2
24,1,5,-1,2,6,2
24,1,5,-1,2,2,3
58,2,8,-1,2,5,4
70,2,-1,-1,2,5,3
65,1,-1,-1,2,4,4
40,2,1,-1,2,2,4
66,2,1,-1,2,99,4
60,1,1,-1,2,4,3
-9,1,5,-1,2,5,3
28,2,5,-1,2,2,1
33,2,-1,-1,2,5,1
67,2,-1,-1,2,4,2
36,2,-1,-1,2,7,3
80,2,8,2,1,5,4
21,1,-9,-1,2,1,2
29,3,-1,-1,2,3,3
80,3,-1,-1,1,4,3
26,1,1,-1,2,2,4
25,2,-1,-1,2,99,-9
52,2,-1,-1,2,4,2
61,1,4,1,2,3,4
29,1,1,-1,2,3,3
56,1,1,-1,2,4,4
38,2,-1,-1,1,6,3
-9,1,6,-1,2,3,3
63,1,8,-1,2,5,2
54,2,-1,-1,1,5,3
80,1,8,-1,2,6,4
47,2,-1,-1,1,5,3
24,2,-1,-1,2,4,2
50,2,-1,-1,2,99,4
25,1,1,-1,2,99,4
24,1,1,-1,2,4,3
57,2,1,-1,2,4,4
62,1,-1,-1,2,6,3
34,3,-1,-1,1,99,4
41,2,-1,-1,2,99,2
42,2,8,-1,2,7,2
37,1,1,-1,2,99,2
34,1,8,2,2,6,3
73,2,8,-1,1,6,4
22,1,5,-1,2,3,3
80,2,10,-1,2,4,2
73,1,1,-1,2,1,2
78,1,3,-1,2,2,3
27,1,5,-1,2,3,2
-9,2,6,1,2,2,-9
80,2,-1,-1,1,6,4
49,2,-1,-1,2,5,1
68,1,-1,-1,1,6,1
60,1,1,-1,2,5,4
65,2,1,-1,2,99,3
21,2,-1,-1,2,4,2
21,1,-1,-1,2,3,2
73,2,8,-1,1,99,2
66,1,1,-1,2,1,3
35,3,5,-1,2,99,2
34,2,-1,-1,1,99,3
60,1,1,-1,2,99,2
43,2,-1,-1,2,4,-9
80,1,8,-1,1,6,4
28,2,-1,-1,2,2,3
26,1,5,-1,2,1,4
23,2,-1,-1,1,6,2
69,3,8,-1,2,6,3
63,2,10,12,2,99,2
48,2,-1,-1,2,6,3
55,1,2,-1,2,2,4
26,2,1,-1,2,4,2
44,1,1,-1,2,4,4
31,1,-1,-1,2,2,4
62,1,-1,-1,1,6,3
30,1,5,-1,2,1,2
60,2,-1,-1,2,4,4
34,2,5,-1,2,2,4
52,1,7,-1,2,2,3
-9,1,-1,-1,2,4,4
41,2,-1,-1,2,2,3
40,1,5,-1,2,4,3
73,1,8,-1,1,4,4
-9,3,1,-1,2,2,3
80,1,1,-1,2,3,4
68,1,1,-1,2,2,2
36,2,1,-1,2,99,3
59,1,9,-1,2,4,3
39,1,8,-1,1,6,4
60,1,9,-1,2,3,4
24,2,-1,-1,2,99,5
-9,2,-1,-1,2,1,3
80,2,-1,-1,2,99,4
33,2,1,-1,2,99,2
62,1,-1,-1,1,7,4
43,2,-1,-1,2,4,2
-9,2,-1,-1,-9,5,4
80,1,8,-1,1,7,4
46,2,-1,-1,1,99,3
-9,2,8,-1,2,7,2
68,1,-1,-1,1,6,4
58,1,8,-1,2,6,2
67,1,-1,-1,2,4,4
61,2,-1,-1,2,3,3
34,2,-1,-1,2,4,2
80,3,5,-1,2,4,3
45,1,8,-1,2,5,2
30,3,-1,-1,2,99,2
80,2,8,-1,2,6,3
60,1,8,-1,2,5,2
76,1,8,-1,1,6,4
47,1,8,2,1,6,3
50,3,-1,-1,2,6,2
57,1,-1,-1,1,7,2
35,3,-1,-1,2,3,2
41,2,5,-1,2,3,3
26,2,5,-1,2,2,4
-9,1,-1,-1,2,4,2
44,3,-1,-1,1,4,4
80,2,8,-1,1,99,4
77,1,-1,-1,2,6,3
65,1,3,1,2,2,3
79,1,-1,-1,2,4,2
70,1,1,1,2,99,4
27,1,1,-1,2,6,3
29,2,-1,-1,2,2,3
73,2,-1,-1,1,3,4
20,1,5,-1,2,99,2
44,1,1,1,2,1,3
72,1,-1,-1,1,99,2
46,2,-1,-1,2,3,3
54,1,-1,-1,2,6,3
69,2,-1,-1,1,4,2
48,1,-1,-1,2,4,3
-9,1,-1,-1,2,6,3
40,3,1,-1,2,4,4
78,2,-1,-1,2,4,3
49,3,8,-1,2,6,4
77,2,-1,-1,2,4,4
65,1,-1,-1,1,2,4
58,2,1,1,2,4,4
58,1,-1,-1,2,4,3
31,1,5,-1,2,1,2
35,2,5,-1,2,4,2
56,1,8,-1,1,6,2
58,2,-1,-1,2,2,2
22,3,1,-1,2,3,4
54,1,1,1,2,4,3
49,1,1,-1,2,2,4
68,1,1,1,2,4,4
80,1,8,-1,1,6,3
-9,3,8,-1,-9,5,3
52,1,-1,-1,1,4,3
44,1,6,-1,2,2,4
60,1,-1,-1,1,7,3
59,3,8,2,2,7,2
62,2,-1,-1,1,5,2
70,1,1,-1,2,2,3
67,1,1,-1,2,4,4
40,1,-1,-1,2,4,1
43,1,6,-1,2,1,3
74,2,10,-1,1,4,2
56,2,-1,-1,2,6,2
35,2,-1,-1,2,4,3
27,3,-1,-1,2,2,3
24,2,-1,-1,2,2,1
32,2,-1,-1,2,3,2
58,1,8,-1,1,99,2
32,3,8,-1,1,5,3
33,2,-1,-1,1,6,4
-9,1,8,-1,1,4,2
-9,2,-1,-1,2,-9,-9
80,2,-1,-1,1,4,3
71,1,1,-1,2,1,4
69,2,2,-1,2,4,4
-9,1,-1,2,1,4,2
26,3,-1,-1,2,2,2
63,1,6,-1,2,2,2
71,1,1,-1,2,4,3
56,3,-1,-1,2,3,3
-9,2,-1,-1,2,99,3
47,1,-1,-1,2,5,2
45,1,1,-1,2,2,3
36,2,-1,-1,1,7,4
80,1,1,-1,2,99,4
19,2,-1,-1,2,4,4
-9,1,1,1,2,4,4
44,3,8,-1,2,6,3
-9,2,-1,-1,2,6,3
34,1,1,-1,2,2,4
30,1,5,-1,2,1,2
71,1,9,-1,2,5,3
69,1,9,-1,2,3,3
69,1,6,-1,2,3,3
34,3,-1,-1,2,5,5
46,2,-1,-1,1,99,4
64,1,8,-1,2,5,2
55,1,1,-1,2,3,4
63,2,-1,-1,2,5,4
71,1,1,-1,2,2,2
19,2,-1,-1,1,6,4
47,2,8,-1,1,6,4
48,2,-1,-1,2,3,3
34,1,3,-1,2,2,4
49,2,1,-1,2,4,4
66,1,8,-1,1,1,4
40,2,7,-1,2,4,4
53,1,-1,-1,2,6,2
50,2,3,-1,2,99,2
35,2,-1,-1,1,6,2
55,1,8,-1,1,7,3
-9,1,-1,-1,2,3,2
59,2,8,-1,2,99,4
34,2,-1,-1,2,99,4
49,3,8,-1,1,5,2
64,1,1,-1,2,2,3
29,2,-1,-1,2,99,4
53,2,1,-1,2,99,4
56,1,8,-1,2,4,3
57,2,-1,-1,2,5,1
56,1,6,-1,2,2,3
65,1,1,1,2,4,2
66,3,-1,-1,2,4,2
68,2,-1,-1,2,4,4
60,2,-1,-1,2,4,3
60,3,5,-1,2,3,2
59,1,1,-1,2,4,2
34,1,10,1,2,3,3
33,2,1,-1,2,1,2
55,2,8,-1,2,2,3
-9,2,-1,-1,2,3,4
67,3,-1,-1,2,6,3
42,1,-9,-9,2,4,-9
59,1,8,-1,1,6,2
73,2,1,-1,2,2,3
-9,1,-9,-1,2,4,2
54,3,10,-1,2,5,2
66,2,-1,-1,1,4,4
-9,1,5,-1,2,4,2
56,2,1,-1,2,2,4
75,1,1,-1,2,3,4
78,2,-1,-1,2,5,3
65,2,-1,1,2,99,2
44,1,-1,-1,2,3,3
64,1,1,-1,2,5,2
67,1,6,-1,2,1,3
48,3,1,-1,2,99,2
68,1,8,-1,1,6,4
39,2,8,-1,2,6,2
54,1,-1,-1,2,1,4
80,1,1,-1,2,3,4
27,1,-1,-1,2,3,2
55,1,1,1,2,2,2
27,1,6,-1,2,4,2
65,1,8,-1,2,6,3
67,2,-1,-1,2,99,3
51,1,5,-1,2,99,2
44,1,8,-1,2,6,4
45,1,-1,-1,2,99,3
29,2,-1,-1,2,4,1
54,2,5,-1,2,3,1
80,1,-1,-1,2,99,4
72,2,-1,-1,1,5,3
49,2,-1,-1,2,2,2
31,2,8,-1,2,6,2
66,1,9,-1,2,4,3
80,1,-9,-1,2,6,4
47,1,1,-1,2,4,3
60,1,8,2,1,7,3
80,1,8,-1,2,6,3
80,2,-1,-1,2,5,4
68,2,-1,-1,1,4,5
60,2,-1,-1,1,4,4
51,1,8,-1,1,7,2
76,1,-1,2,2,6,4
28,2,-1,-1,2,4,3
19,1,1,-1,2,2,2
23,2,-1,-1,1,7,2
69,1,1,-1,2,2,4
76,1,8,-1,2,6,3
61,1,8,-1,2,6,3
33,3,8,-1,2,6,2
59,1,-1,-1,2,2,2
75,1,8,-1,1,6,2
41,2,-1,-1,1,99,3
35,1,-1,-1,2,3,2
39,2,1,-1,2,99,3
48,2,-1,-1,1,6,4
72,2,2,-1,2,4,4
74,1,-1,-1,1,4,2
71,1,1,-1,2,2,3
76,1,-1,-1,2,5,2
28,1,-1,-1,2,-9,2
26,2,-1,-1,2,5,2
68,1,1,-1,2,2,3
46,1,6,-1,2,2,2
47,3,5,-1,2,3,2
28,3,-1,-1,2,99,4
23,2,8,-1,2,6,2
65,1,1,-1,2,3,4
40,1,3,1,2,2,3
73,1,-1,-1,2,2,4
41,2,-1,-1,2,99,3
52,1,-1,-1,2,3,3
47,2,-1,-1,2,3,2
26,2,-1,-1,2,4,4
80,1,1,-1,2,4,4
80,2,-1,-1,2,3,3
61,1,1,1,2,3,2
27,1,-1,-1,2,5,3
59,2,-1,-1,2,4,4
44,1,5,-1,2,1,3
26,2,-1,-1,1,4,4
37,1,1,-1,2,3,4
55,2,8,-1,2,6,2
80,1,-1,-1,1,99,3
19,3,-1,-1,2,99,3
70,1,-1,-1,2,4,2
27,2,-1,-1,2,4,1
-9,2,-1,-1,2,99,3
57,2,8,-1,1,7,4
66,1,1,1,2,4,3
60,1,6,-1,2,1,4
47,3,5,-1,2,4,3
77,3,1,-1,2,4,4
49,1,1,-1,2,2,4
54,1,-1,-1,1,4,3
64,2,-1,-1,1,99,4
28,1,-1,-1,2,6,1
61,1,-1,-1,2,5,2
54,1,5,-1,2,4,4
25,2,-1,-1,2,6,2
29,2,-1,-1,1,4,3
24,1,5,-1,2,1,3
77,1,3,-1,2,2,4
30,1,5,-1,2,2,2
40,1,-1,-1,1,5,2
68,1,1,1,2,99,2
65,2,-1,-1,2,1,2
33,2,-1,-1,2,6,3
39,3,-1,-1,2,5,3
32,1,-1,-1,2,2,2
60,1,-1,-1,1,3,3
35,1,1,-1,2,4,3
71,1,8,-1,1,6,4
63,1,8,-1,1,6,3
41,2,-1,-1,1,5,2
40,2,-1,-1,2,4,2
80,1,-1,-1,2,3,3
49,1,8,-1,2,6,3
69,3,8,-1,2,99,1
34,2,-1,-1,2,3,3
54,1,-1,-1,2,3,4
80,1,5,-1,2,2,4
-9,3,-1,-1,2,4,2
64,2,-1,-1,2,99,3
50,1,10,-1,2,5,3
49,1,-1,-1,1,6,3
62,1,8,-1,1,6,3
26,2,-1,-1,2,1,3
28,2,-1,-1,1,5,3
39,1,-1,-1,2,3,3
49,1,-1,-1,2,3,3
66,2,9,-1,1,4,3
56,1,8,-1,1,6,2
67,3,-1,-1,2,4,4
20,2,5,-1,2,3,2
73,1,1,-1,2,3,4
49,1,8,-1,1,1,2
69,1,-1,-1,2,6,4
50,2,-1,-1,2,2,4
54,1,-1,-1,2,3,3
54,2,1,-1,2,99,3
65,2,-1,-1,2,99,4
80,1,2,-1,2,3,4
23,1,3,1,2,2,2
33,2,-1,-1,2,4,2
-9,1,-1,-1,2,4,3
43,2,-1,-1,2,2,3
49,3,-1,-1,2,1,2
25,1,5,-1,2,4,2
30,2,5,-1,2,3,3
51,2,8,-1,1,99,3
75,2,-1,-1,1,4,2
74,2,8,-1,2,5,2
64,2,8,-1,2,6,3
33,2,8,-1,2,6,2
37,2,1,-1,2,3,2
73,1,-1,-1,2,6,2
64,1,-1,-1,2,4,3
50,3,8,-1,2,99,2
55,2,-1,-1,2,4,4
26,2,8,-1,2,99,2
59,1,8,-1,1,7,3
-9,1,8,-1,1,7,4
53,1,4,1,2,5,4
25,3,-1,-1,2,99,1
80,2,8,-1,2,5,3
40,2,7,-1,1,99,3
31,1,5,-1,2,3,2
72,2,8,-1,1,6,3
22,1,5,-1,2,2,2
71,2,8,-1,2,4,4
-9,1,1,-1,2,4,3
52,1,-1,-1,2,2,4
39,2,-1,-1,2,6,2
59,3,-1,-1,2,4,3
67,1,1,-1,2,4,3
61,1,8,-1,1,7,2
41,1,6,-1,2,1,2
56,2,-1,-1,2,99,3
65,1,8,-1,2,6,4
64,1,2,-1,2,4,3
24,2,-1,-1,2,2,2
72,1,1,-1,2,4,2
39,3,8,-1,1,6,2
64,2,8,-1,1,4,4
73,2,8,-1,2,5,3
23,2,-1,-1,2,2,2
72,1,1,-1,2,5,4
19,1,1,1,2,2,1
42,3,-1,-1,2,4,2
26,3,-1,-1,2,1,2
19,3,-1,-1,1,99,4
77,1,1,-1,2,4,3
46,2,-1,-1,2,4,2
35,2,1,-1,2,2,2
66,1,1,-1,2,2,4
68,1,1,-1,2,99,3
63,1,-1,-1,2,5,4
40,2,-1,-1,2,4,3
26,1,8,-1,1,6,2
80,1,8,-1,1,7,4
53,1,-1,-1,2,4,3
35,2,8,-1,1,4,4
34,1,5,-1,2,3,4
66,2,-1,-1,2,3,2
30,1,1,-1,2,4,3
80,2,1,1,2,4,2
72,1,1,-1,2,99,3
31,1,8,2,1,6,3
80,1,-1,-1,2,99,4
25,1,1,-1,2,3,2
55,1,5,-1,2,2,3
59,1,5,-1,2,2,3
80,2,-1,-1,2,4,3
51,1,-1,-1,1,6,3
63,1,1,1,2,2,3
64,3,-1,-1,2,99,4
63,1,-1,-1,2,99,3
75,2,-1,-1,2,2,2
32,2,-1,-1,2,4,2
80,1,-1,-1,2,4,2
68,1,1,-1,2,2,4
22,1,-1,-1,1,6,3
25,2,-1,-1,2,99,4
47,1,1,-1,2,2,2
30,2,-1,-1,1,5,4
61,2,-1,-1,2,4,3
-9,2,1,-1,2,3,3
55,1,1,-1,2,1,3
32,2,10,-1,2,3,2
71,1,-1,-1,1,7,3
53,2,-1,-1,1,5,4
70,1,-1,-1,2,4,4
42,1,5,-1,2,2,3
71,1,8,-1,1,7,4
21,1,5,-1,2,1,2
71,1,-1,-1,2,7,3
41,1,-1,-1,2,4,2
42,1,5,-1,2,2,4
66,1,3,-1,2,4,3
44,1,-1,-1,2,1,4
-9,1,-1,-1,2,2,2
38,3,-1,-1,1,4,2
35,2,-1,-1,2,4,3
28,1,5,-1,2,1,2
-9,2,-1,-1,2,2,3
65,2,5,-1,2,6,3
30,1,-1,-1,2,2,2
76,2,9,-1,2,5,4
21,2,-1,-1,2,3,1
79,1,1,-1,2,3,3
41,2,5,-1,2,1,3
30,1,-1,-1,2,99,1
56,1,-1,-1,2,3,4
49,1,-1,-1,2,7,4
43,1,-1,-1,2,5,2
49,3,-1,-1,2,4,3
20,3,-1,-1,2,99,5
63,1,8,-1,2,4,2
57,2,-1,-1,2,4,3
48,1,1,-1,2,3,4
58,1,-1,-1,2,4,2
68,1,-1,-1,2,2,4
27,2,-1,-1,2,4,2
41,2,-1,-1,2,6,4
62,1,6,1,2,2,4
-9,1,8,-1,2,6,3
58,2,7,-1,2,2,3
80,3,-1,-1,2,5,3
35,1,5,-1,2,1,4
66,1,-1,-1,1,5,2
66,2,-1,-1,2,6,2
71,1,5,1,2,1,2
80,3,1,-1,2,3,4
34,2,8,-1,1,6,4
63,1,-1,-1,1,4,3
23,2,-1,-1,2,2,4
63,2,8,-1,1,4,3
59,1,1,-1,2,1,4
43,1,8,-1,1,4,2
69,1,-1,-1,2,6,4
37,2,-1,-1,2,6,2
51,1,-1,-1,1,6,3
69,1,8,-1,1,6,3
24,1,5,-1,2,1,3
62,1,1,-1,2,5,2
61,1,-1,-1,2,3,2
69,1,8,-1,1,6,4
46,2,-1,-1,2,6,3
72,2,-1,-1,1,6,3
30,2,-1,-1,2,5,4
66,1,-1,-1,1,6,3
26,2,5,-1,2,1,3
66,1,8,-1,2,6,3
60,3,-1,-1,1,4,1
54,3,1,-1,2,4,3
74,1,-1,-1,2,99,2
39,2,-1,-1,2,4,4
-9,2,-1,-1,1,99,4
60,1,-1,-1,2,99,2
22,3,-1,-1,2,4,2
69,2,-1,-1,2,3,3
59,2,8,-1,2,5,2
65,2,-1,-1,2,4,3
50,2,8,-1,1,4,5
50,1,-1,-1,2,5,3
23,2,-1,-1,2,4,2
55,1,-1,-1,2,4,4
57,1,-1,-1,2,1,3
56,1,1,-1,2,5,4
70,2,10,-1,2,99,2
38,2,5,-1,2,2,1
75,1,8,-1,1,6,4
36,2,1,-1,2,4,3
49,1,8,-1,1,6,3
28,1,8,-1,1,6,2
56,2,-1,-1,2,2,2
28,1,-1,-1,2,2,3
69,1,1,-1,2,4,3
67,1,1,-1,2,3,2
18,3,-1,-1,2,99,3
80,3,2,-1,2,2,3
36,1,-1,-1,2,5,2
74,1,5,-1,2,3,3
66,2,-1,-1,1,4,3
41,2,6,-1,2,4,3
29,1,-1,-1,2,4,1
42,3,-1,-1,2,99,3
74,1,2,-1,2,5,4
33,1,-1,-1,2,99,2
33,2,-1,-1,2,99,3
56,1,1,-1,2,4,3
61,2,6,-1,2,4,3
29,3,8,-1,1,7,3
47,1,-1,-1,2,4,4
51,1,5,-1,2,99,1
24,2,-1,-1,1,2,2
66,1,6,-1,2,2,4
53,1,-1,-1,2,2,3
57,2,-1,-1,2,99,3
49,1,8,-1,2,99,4
46,1,-1,-1,2,2,4
37,2,-1,-1,2,99,4
39,1,6,-1,2,2,4
18,3,-1,-1,2,4,3
79,1,1,-1,2,1,4
39,1,5,-1,2,3,3
67,2,-1,-1,1,99,4
-9,3,1,-1,2,2,3
40,2,8,2,2,6,2
36,3,1,-1,2,99,3
65,2,1,-1,2,4,3
31,2,6,1,2,2,4
71,1,1,-1,2,2,3
23,1,-1,-1,2,2,2
75,1,1,-1,2,3,4
29,1,1,-1,2,2,3
26,1,-1,-1,2,3,4
41,2,8,-1,1,6,3
57,2,8,-1,1,4,4
59,2,-1,-1,2,4,4
-9,1,-1,5,2,99,4
23,2,-1,-1,2,6,2
25,1,-1,-1,1,7,2
57,1,1,-1,2,2,4
66,1,1,-1,2,2,4
80,1,-1,-1,2,4,4
58,2,-1,-1,2,99,3
38,2,8,2,2,4,3
-9,2,-1,-1,1,99,4
54,1,1,-1,2,2,3
57,1,-1,-1,1,6,4
77,1,8,-1,1,6,3
40,1,-1,-1,2,4,2
58,1,7,-1,2,4,2
70,1,-1,-1,1,6,3
35,3,8,2,2,4,3
50,1,10,1,2,3,3
66,2,1,-1,2,99,3
80,1,-1,-1,2,5,4
58,1,1,-1,2,3,3
47,1,1,-1,2,2,4
29,2,-1,-1,2,4,2
60,1,1,-1,2,2,3
74,1,-1,-1,1,7,3
49,3,-1,-1,1,99,3
73,1,1,-1,2,4,4
40,3,-1,-1,1,5,4
52,2,8,-1,1,6,3
69,1,-1,-1,2,7,3
36,2,-1,-1,2,3,2
52,2,-1,-1,1,6,3
53,1,-1,-1,2,5,2
35,3,-1,-1,2,99,1
27,2,-1,-1,2,99,2
32,2,5,1,2,3,2
41,1,8,-1,1,6,3
77,1,-1,-1,2,99,2
50,3,3,-1,2,5,4
43,2,-1,-1,2,5,4
-9,2,-1,-1,2,5,3
46,3,-1,-1,1,4,2
80,2,-1,-1,1,99,2
36,2,6,-1,2,2,4
48,1,1,-1,2,3,3
29,3,-1,-1,1,4,3
66,2,1,-1,2,99,2
69,1,1,-1,2,2,4
80,1,1,-1,2,3,4
61,2,-1,-1,2,5,4
50,3,-1,-1,2,4,2
39,1,6,-1,2,2,4
29,2,1,1,2,3,3
66,1,6,-1,2,3,3
53,2,8,-1,1,4,2
36,1,-1,-1,2,2,3
64,1,-1,-1,1,6,4
35,2,-1,-1,2,4,2
34,3,-1,-1,2,5,5
54,2,1,-1,2,99,2
28,1,-1,-1,2,99,3
66,1,8,-1,2,6,4
32,2,-1,-1,2,99,3
56,2,8,-1,2,6,3
40,1,-1,-1,2,99,3
68,1,5,-1,2,2,4
80,1,-1,-1,1,7,4
74,1,5,-1,2,6,2
31,2,3,-1,2,3,3
28,2,-1,-1,2,2,3
75,1,6,-1,2,1,3
44,1,8,-1,2,5,1
27,3,-1,-1,1,99,4
74,1,-1,-1,1,5,2
38,2,-1,-1,2,2,3
64,2,9,-1,1,6,4
56,1,1,-1,2,7,3
72,1,1,-1,2,3,3
63,1,1,-1,2,2,4
31,1,1,-1,2,1,3
27,3,-1,-1,2,3,2
58,3,10,-1,2,99,4
38,1,-1,-1,1,7,3
53,1,8,-1,2,6,2
58,2,-1,-1,2,2,4
51,2,10,-1,1,7,4
41,2,-1,1,2,99,4
18,2,-1,-1,2,99,4
38,3,-1,-1,2,3,3
72,1,1,-1,2,4,4
51,2,-1,-1,2,4,4
37,2,-1,-1,2,4,1
76,1,-1,-1,1,6,3
51,2,-1,-1,2,3,2
80,1,-1,-1,2,4,4
71,2,-1,-1,2,3,3
21,1,8,-1,1,6,3
-9,1,5,-1,2,1,2
53,1,-1,-1,2,99,2
79,1,6,-1,2,4,4
37,1,-1,-1,2,6,4
74,2,1,-1,2,4,2
57,1,1,1,2,2,3
80,1,-1,-1,2,99,2
56,3,-1,-1,1,4,4
61,1,-1,-1,2,6,2
30,3,-1,-1,2,6,2
31,1,-1,-1,2,4,2
66,2,-1,-1,2,4,4
74,1,8,-1,1,5,3
78,1,5,-1,1,6,2
28,1,1,-1,2,99,3
78,2,-1,-1,2,6,-9
68,1,-1,-1,2,6,4
66,1,5,-1,2,2,3
31,1,5,-1,2,3,4
22,3,-1,-1,2,2,2
79,2,7,-1,2,2,4
54,2,1,-1,2,2,4
51,2,8,-1,1,99,3
63,2,8,-1,1,99,3
60,1,-1,1,2,2,3
63,1,-1,-1,1,5,3
27,1,-1,-1,1,6,2
52,1,5,-1,2,1,3
49,2,8,-1,2,4,4
38,1,3,-1,2,3,4
40,1,-1,-1,2,5,3
32,1,-1,-1,2,6,2
29,1,5,-1,2,1,2
79,1,-1,-1,2,6,4
80,1,8,-1,-9,6,4
71,1,8,-1,1,7,3
24,2,-1,-1,2,3,4
44,2,-1,-1,2,99,3
59,3,8,-1,2,4,2
-9,3,-1,-1,1,4,2
38,2,-1,-1,2,3,2
36,2,-1,-1,2,6,2
60,2,-1,-1,1,4,4
38,3,-1,-1,2,4,1
39,2,-1,-1,2,99,3
71,1,8,-1,1,5,4
29,2,-1,-1,2,99,1
42,1,-1,-1,1,6,2
80,3,-1,-1,2,4,4
52,1,6,-1,2,2,3
49,1,-1,-1,2,4,2
69,2,-1,-1,2,7,2
60,1,-1,-1,2,3,3
69,3,-1,-1,2,4,4
69,1,8,-1,1,4,3
27,2,-1,-1,2,4,3
30,2,-1,-1,2,1,4
56,1,1,-1,2,99,1
33,1,8,-1,1,6,3
36,2,8,-1,2,3,2
65,1,6,-1,2,3,3
51,3,-1,-1,2,4,4
73,3,-1,-1,2,2,4
79,1,-1,-1,2,6,-9
20,1,-1,2,1,5,3
24,3,-1,-1,2,4,4
20,3,-1,-1,2,4,5
35,1,6,-1,2,3,2
23,2,-1,-1,2,5,1
57,3,-1,-1,2,4,3
66,1,-1,-1,2,3,4
62,2,10,-1,1,6,2
65,1,1,-1,2,2,4
67,1,1,-1,2,4,4
